,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
4408,Nursing (NURS),NURS 3300. Foundations of Professional Nursing Practice.,3,3,0,Standard Letter,"This course explores the history of nursing in the context of the evolving healthcare system.  Laws, regulations, and ethical guidelines impacting nursing licensure and professional practice will be examined.  The delivery of patient and family-centered, evidence-based, and safe quality care will be explored. (WI) (MULP)."
4409,Nursing (NURS),NURS 3302. Research and Ethics.,3,3,0,Standard Letter,"Introduction to critical appraisal of qualitative and quantitative research, and application of research and evidence-based processes used to improve decision-making and patient care outcomes across health settings. Integration of theory, information systems, clinical judgment, interprofessional  perspectives and analysis of ethical conduct provide a foundation for learning the research process. (WI)."
4410,Nursing (NURS),NURS 3360. Psychiatric Mental Health Nursing.,3,3,0,Standard Letter,"This course applies theories, concepts, knowledge, and skills for the comprehensive nursing care of those coping with mental health issues. Building on a liberal education, this course integrates theories of mental illness, psychopathology, and current research findings as they relate to the presentation of symptoms and holistic management of care."
4411,Nursing (NURS),NURS 3430. Pathophysiology and Pharmacology for Nurses.,4,4,0,Standard Letter,"Introduction and overview of pathology, clinical pharmacology and pharmacotherapeutics, including how major drugs are used therapeutically for age-specific clients. Other topics to be covered include drug laws and regulations, patient and nurse safety."
4412,Nursing (NURS),NURS 3440. Nursing Care Across the Life Span.,4,4,0,Standard Letter,"This foundational course focuses on the use of clinical reasoning and judgment to provide collaborative care to patients across the life span experiencing chronic and acute alterations in health status. Content is presented based on evidence-based practice and the prevalent health needs of patients. Prerequisite: NURS 3430 with a grade of ""C"" or better."
4413,Nursing (NURS),NURS 3441. Acute Nursing Care of Adults.,4,4,0,Standard Letter,"This course focuses on the use of evidence-based practice and clinical reasoning and judgment to provide collaborative care to adult patients experiencing acute, rapidly changing, life-threatening alterations in health status."
4414,Nursing (NURS),NURS 4160. Maternal and Newborn Nursing Practicum.,1,0,4,Credit/No Credit,"This course is the clinical companion to NURS 4260. Concepts, knowledge, and skills taught in NURS 4160 will be applied to both simulation lab and clinical settings. Evidence-based, developmentally and culturally appropriate nursing care in a variety of patient-care settings will be emphasized."
4415,Nursing (NURS),NURS 4170. Pediatric Nursing Practicum.,1,0,4,Credit/No Credit,"This course is the clinical companion to NURS 4270. Concepts, knowledge, and skills taught in NURS 4270 will be applied in the simulation lab and clinical settings. Evidence-based, developmentally and culturally appropriate nursing care in a variety of patient-care settings will be emphasized."
4416,Nursing (NURS),NURS 4201. Professional Growth and Empowerment.,2,2,0,Standard Letter,"This course focuses on issues related to professional practice, career planning, personal goal setting, and empowerment of self and others. Factors related to job performance, performance expectations and evaluation, reality orientation, and commitment to lifelong learning will be discussed."
4417,Nursing (NURS),"NURS 4204. Policy, Ethics, and Advocacy in Professional Nursing Practice.",2,2,0,Standard Letter,"This course explores the baccalaureate prepared nurse’s role informing the public policy process. Nursing jurisprudence, principles of nursing ethics, patient safety advocacy, standards and scope of nursing practice, professional boundaries, nursing peer review, and whistleblower protections are emphasized to prepare students to influence the U.S. Health Care System and society."
4418,Nursing (NURS),NURS 4205. Healthcare Information Technology in Nursing Practice.,2,2,0,Standard Letter,"This course emphasizes nursing informatics and technology used in healthcare settings to research, support and implement safe quality patient care.  Nursing administrative applications, pre-care and care support, electronic health records, clinical information systems, telehealth, informatics promoting community and consumer health, HIPAA, and technology to enhance collaboration in healthcare are covered."
4419,Nursing (NURS),NURS 4211. Nursing Care in Complex Health Practicum.,2,0,8,Credit/No Credit,This course focuses on providing care to patients with complex health alterations and life situations.  Nursing care to patients in a variety of settings will be provided using the concepts of therapeutic communication and collaborative interventions with a focus on the complexity of the patient’s or family’s needs.
4420,Nursing (NURS),NURS 4260. Maternal and Newborn Nursing.,2,2,0,Standard Letter,This course applies the nursing process and evidence-based practice to the care of maternal and newborn patients in a variety of healthcare settings. The course emphasizes the use of the nursing process to provide care to individuals and families that is developmentally and culturally focused.
4421,Nursing (NURS),NURS 4270. Pediatric Nursing.,2,2,0,Standard Letter,"This course applies the nursing process and evidence-based practice to the care of pediatric patients in acute, outpatient and non-acute care settings. The course emphasizes the use of the nursing process to provide care to individuals and families that is developmentally and culturally appropriate."
4422,Nursing (NURS),NURS 4280. Community and Population Health Nursing Practicum.,2,0,8,Credit/No Credit,"Clinical experiences will expose students to a variety of community and public health environments, health programs and policies in order to learn how nursing care is delivered to populations in community settings."
4423,Nursing (NURS),NURS 4302. Role Transition to Professional Nursing.,3,3,0,Standard Letter,"This didactic course focuses on role responsibility and accountability for transition into baccalaureate nursing practice.  Emphasis is given to core professional standards and ethical values fundamental to nursing.  Principles of professional communication, critical thinking, and role socialization will be integrated within an organizational context for professional growth.  (WI)."
4424,Nursing (NURS),NURS 4303. Safety and Quality in an Interprofessional Environment.,3,3,0,Standard Letter,"This course emphasizes the professional nurses’ role in application of evidence based quality improvement and risk reduction strategies that promote safe environments while maximizing resources and opportunities for positive patient outcomes.  Participation in highly effective Interprofessional teams is emphasized with concepts applied to local, national and international health issues."
4425,Nursing (NURS),NURS 4311. Nursing Care in Complex Health.,3,3,0,Standard Letter,"This course explores traditional and contemporary nursing concepts related to complex health alterations, compensations, and environments across the life span. Therapeutic communication, education, and collaborative interventions with diverse individuals and groups are emphasized including the use of complementary and alternative modalities to meet the needs of patients."
4426,Nursing (NURS),NURS 4341. Leadership and Management of Nursing Care Practicum.,3,0,1,Credit/No Credit,"Leadership and management skills in a variety of nursing care situations will be applied. Nursing unit leadership and staff assignments based on assessment of client needs, resources, priorities, and competencies of staff will be covered. Assessment and evaluation of the provision of evidence-based nursing care will be performed."
4427,Nursing (NURS),NURS 4351. Leadership and Management of Nursing Care.,3,3,0,Standard Letter,"Students discuss leadership and management theories related to organizational nursing roles, including competencies required for complex change, performance improvement, and transformational leadership. Organizational contexts, structure, processes, and culture, in leading and directing patient centered care are examined, along with relationships between governance structures, practice environments, and positive patient outcomes. (WI)."
4428,Nursing (NURS),NURS 4380. Community and Population Health Nursing.,3,3,0,Standard Letter,This course explores concepts of Community-Oriented Nursing Practice with an emphasis on using the nursing process to assess the health of communities and diverse populations. Public Health Nursing Practice and Community-Based Nursing Practice are discussed with an emphasis on health promotion and the prevention of disability and disease.
4429,Nursing (NURS),NURS 5102. Advanced Health Assessment Practicum.,1,0,4,Standard Letter,"This course emphasizes advanced health assessment techniques and skills common to patient evaluation and development of differential diagnoses.  Advanced physical assessment skills and identification of common signs and symptoms related to physical examination will be developed. (60 practicum hours) Corequisites: NURS 5202 and NURS 5301 both with grades of ""B"" or better."
4430,Nursing (NURS),NURS 5106. Fundamentals of Appraisal and Translational Research II.,1,1,0,Standard Letter,"This course builds upon work begun in the first research course.  Emphasis will be placed on writing an evidence-based scholarly paper or project in collaboration with a faculty member.  Presentation of the findings and submission of a paper for publication will be required in the final semester.  Prerequisite: NURS 5204 with a grade of ""B"" or better."
4431,Nursing (NURS),NURS 5107. Fundamentals of Appraisal and Translational Research III.,1,1,0,Standard Letter,"This course is a continuation of work begun in previous courses and will result in an evidence-based scholarly paper or project.  Presentation of the findings and submission of a paper for publication will be required.  This is a culminating project for the entire course of study.  Prerequisite: NURS 5106 and NURS 5204 both with grades of ""B"" or better."
4432,Nursing (NURS),NURS 5111. Diagnostic Reasoning and Procedures Practicum.,1,0,3,Standard Letter,"This course examines clinical laboratory diagnostics, imaging tests, and procedures commonly practiced in primary care by advanced practice nurses.  Students will learn diagnostic reasoning and  clinical decision-making skills through virtual and case simulations. Additionally, students will learn procedures in on-campus intensives as part of the clinical requirements of the course. Students complete 45 practicum hours in this course. Corequisite: NURS 5209 and NURS 5210 and NURS 5301 and NURS 5351 all with grades of ""B"" or better."
4433,Nursing (NURS),NURS 5112. Advanced Psychiatric Assessment and Clinical Interview.,1,1,0,Standard Letter,"This course provides a foundation for psychiatric assessment and clinical interview techniques to determine mental health status of clients throughout the lifespan.  Additionally, psychiatric differential diagnosis, standardized screening tools, and documentation of a psychiatric assessment are emphasized.  Prerequisite: NURS 5301 with a grade of ""B"" or better."
4434,Nursing (NURS),"NURS 5141. Reproductive, Sexual and Obstetrical Health Practicum.",1,0,4,Credit/No Credit,"Students will integrate research evidence into practice with adolescent and adult patients while working in clinical settings in collaboration with other health care professionals. Students will utilize a systematic approach of assessment to develop advanced practice treatment plans for patients seeking care related to reproduction, sexual and obstetrical health. (60 practicum hours)  Prerequisite: NURS 5102 and NURS 5202 and NURS 5301 and NURS 5303 all with grades of ""B"" or better. Corequisite: NURS 5341 with a grade of ""B"" or better."
4435,Nursing (NURS),NURS 5170. Advanced Health Assessment Mental Health Focused Practicum.,1,0,4,Standard Letter,This course emphasizes advanced health assessment techniques and skills common to patient evaluation and the development of differential diagnoses. Advanced physical and mental health assessment skills and the ability to identify common signs and symptoms related to physical and mental health disease processes will be developed.
4436,Nursing (NURS),NURS 5176. Models of Psychotherapy.,1,1,0,Standard Letter,"The course will examine the variety of therapeutic modalities available for the treatment of mental health disorders across the lifespan. Attention will be given to the nurse as psychotherapist and the development of a framework for practice. Integrating psychopharmacology with psychotherapy, and therapy with special populations will be presented."
4437,Nursing (NURS),NURS 5177. Models of Psychotherapy Practicum.,1,0,4,Standard Letter,This course emphasizes advanced health assessment techniques and skills common to patient evaluation and the development of differential diagnoses. Advanced physical and mental health assessment skills and the ability to identify common signs and symptoms of disease will be developed.
4438,Nursing (NURS),NURS 5180. Advanced Health Assessment Applications for PMHNP.,1,1,0,Standard Letter,This course emphasizes advanced mental health assessment techniques and skills unique to patient mental health evaluation and the development of differential diagnoses. Advanced physical and mental health assessment skills using standardized instruments and DSM5 guidelines will be developed.
4439,Nursing (NURS),NURS 5182. Psychoeducation Theory.,1,1,0,Standard Letter,"The course will explore approaches to patient education including legal and ethical issues specific to mental health. Educational activities, including teaching, counseling, and behavior modification will be discussed. Examination of techniques specific to mental and behavioral health and the use and impact of technology will be included."
4440,Nursing (NURS),NURS 5183. Psychoeducation Practicum.,1,0,4,Standard Letter,"The course will apply approaches to patient education including legal and ethical issues specific to mental health. Educational activities, including teaching, counseling, and behavior modification, will be implemented. Examination of techniques specific to mental and behavioral health and the use and impact of technology will be included."
4441,Nursing (NURS),NURS 5184. Focused Specialty Practice Practicum.,1,0,4,Standard Letter,This course emphasizes psychiatric mental health assessment and management for patients experiencing a variety of acute or crisis mental health issues. Students in this course utilize inter-professional collaboration and referral in the practicum setting.
4442,Nursing (NURS),NURS 5190. Transition to Practice:  The Advanced Practice Nurse as Healthcare Provider.,1,1,0,Standard Letter,"This course is designed for students preparing for the entry level role of a nurse practitioner.  Students will examine a more in-depth view of the nurse practitioner role specific to licensure, malpractice, national certification and exam, and prescriptive authority including controlled substances.  Prescriptive delegation, DEA, and other advanced practice nurse role socialization aspects are explored. Prerequisite: NURS 5111 and NURS 5209 and NURS 5210 and NURS 5250 and NURS 5255 and NURS 5256 and NURS 5257 and NURS 5301 and NURS 5303 and NURS 5345 and NURS 5346 and NURS 5351 and NURS 5354 and NURS 5391 all with grades of ""B"" or better. Corequisite: NURS 5392 and NURS 5393 both with grades of ""B"" or better."
4443,Nursing (NURS),NURS 5202. Advanced Health Assessment.,2,2,0,Standard Letter,"This course provides the foundation for advanced health assessment techniques and skills common in family practice across the lifespan.  Emphasis is placed on interviewing skills and a methodical approach to physical examinations to formulate differential diagnosis.  Documentation using informatics and electronic medical records is presented.  Content incorporates physiological, psycho-social, spiritual, cultural, diversity, developmental, and integrative components of health. Corequisite: NURS 5301 and NURS 5102 both with grades of ""B"" or better."
4444,Nursing (NURS),NURS 5204. Fundamentals of Appraisal and Translational Research I.,2,2,0,Standard Letter,"This course focuses on a variety of interest areas, related research and the evaluation of current research trends.  There will be critique of research methodologies and outcomes into application within the clinical setting, as well as exploration of technological applications and student data compilations."
4445,Nursing (NURS),NURS 5205. Healthcare Leadership and Finance for Advanced Nursing Practice.,2,2,0,Standard Letter,"This course explores leadership concepts and complexity of changing healthcare systems for the advanced nursing role. Healthcare economics, innovation, and resource stewardship are examined. Change management and leadership theories guide students to create a leadership philosophy. Rich leadership perspectives and diversity from various professional fields are examined through reflective practice. Prerequisite: NURS 5301 and NURS 5351 both with grades of ""B"" or better."
4446,Nursing (NURS),"NURS 5208. Health Policy, Ethics, and Issues in Advanced Nursing Practice.",2,2,0,Standard Letter,"This course prepares students as advocates and change agents in health policy development, implementation, and evaluation. Current professional, ethical, and legal issues that influence advanced practice nursing, nursing education and the health care delivery system are presented.  The importance of collaborative engagement in health care policy and economics at the local, national, and global levels is emphasized.  Prerequisite: NURS 5205 and NURS 5301 and NURS 5303 and NURS 5351 all with grades of ""B"" or better."
4447,Nursing (NURS),NURS 5209. Advanced Health Assessment.,2,2,0,Standard Letter,"This course provides the foundation for advanced health assessment techniques and skills common to family practice across the lifespan.  Emphasis is placed on interviewing skills, a methodical approach to physical examinations to formulate differential diagnosis.  Documentation using informatics and electronic medical records is presented.  Content incorporates physiological, psycho-social, spiritual, cultural, diversity, developmental, and integrative components of health. Corequisite: NURS 5111 and NURS 5210 and NURS 5301 all with grades of ""B"" or better."
4448,Nursing (NURS),NURS 5210. Advanced Health Assessment Practicum.,2,0,6,Standard Letter,"This course serves as the companion course to NURS 5209.  Emphasis is placed on the development of advanced health assessment techniques and skills common to patient evaluation and development of differential diagnoses for patients across the lifespan. Advanced interview skills, physical assessment skills, and identifying common signs and symptoms related to physical examination will be developed through lab, simulation, and clinical practicum experiences.  Students complete 90 practicum hours with emphasis in advanced health assessment skills. Corequisite: NURS 5301 and NURS 5209 and NURS 5351 and NURS 5111 with grades of ""B"" or better."
4449,Nursing (NURS),NURS 5230. Psychiatric Mental Health Diagnostics and Clinical Management for Pediatric Clients.,2,2,0,Standard Letter,"This course provides a foundation for evidence-based assessment, diagnosis, and clinical management of pediatric and adolescent clients with acute and chronic psychiatric disorders.  Psychiatric theories, psychotherapies, health promotion and culturally sensitive interventions are examined. Establishing the provider-client therapeutic partnership is also explored.  Prerequisite: NURS 5312 and NURS 5112 and NURS 5301 and NURS 5303 and NURS 5102 all with grades of ""B"" or better. Corequisite: NURS 5233 with a grade of ""B"" or better."
4450,Nursing (NURS),NURS 5233. PMH Diagnostics and Clinical Management for Pediatric Clients Practicum.,2,0,1,Standard Letter,"This course serves as a companion course to NURS 5230.  This practicum course applies health promotion, assessment, and diagnostic skills in managing care of pediatric and adolescent clients with acute and chronic psychiatric disorders through integration of evidence-based psychiatric theories, psychotherapy, psychopharmacology, and alternative-based interventions.  Working with a preceptor, students will facilitate therapies, create and evaluate treatment plans, and collaborate as part of interprofessional teams to deliver holistic care.   Prerequisite: NURS 5312 and NURS 5112 and NURS 5301 and NURS 5303 and NURS 5102 all with grades of ""B"" or better. Corequisite: NURS 5230 with a grade of ""B"" or better."
4451,Nursing (NURS),NURS 5243. PMH Diagnostics and Clinical Management for Adult and Geriatric Clients Practicum.,2,0,1,Standard Letter,"This practicum course serves as a companion course to NURS 5340.  The course teaches application of health promotion, assessment, and diagnostic skills in managing care of adult and geriatric clients with acute and chronic psychiatric disorders through integration of psychiatric theories, psychotherapy, psychopharmacology, and alternative-based interventions.  Working with a preceptor, students will facilitate therapies, create and evaluate treatment plans, and collaborate as part of the interprofessional team to deliver holistic care.   Prerequisite: NURS 5312 and NURS 5112 and NURS 5301 and NURS 5303 and NURS 5102 and NURS 5230 and NURS 5233 all with grades of ""B"" or better. Corequisite: NURS 5340 with a grade of ""B"" or better."
4452,Nursing (NURS),NURS 5250. Mental Health Wellness and Illness in Primary Care.,2,2,0,Standard Letter,"This course examines behavioral and mental health wellness and illness in the context of family practice.  Application of evidence-based knowledge to provide clinical management of patients across the lifespan with common psychiatric-mental health problems is emphasized.  Screening, crisis intervention, and various therapies are presented, as well as referrals and interprofessional approaches to care. Prerequisite: NURS 5301 and NURS 5303 and NURS 5351 all with grades of ""B"" or better. Corequisite: NURS 5111 and NURS 5209 and NURS 5210 all with grades of ""B"" or better."
4453,Nursing (NURS),NURS 5255. Pediatric and Adolescent Primary Care Practicum.,2,0,6,Standard Letter,"This course serves as a companion course to NURS5354.  Students will apply and refine skills using an evidence-based approach for health promotion, disease prevention, and management of common acute and chronic illnesses for pediatric and adolescent patients using family centered and developmental perspectives.  Students complete 120 practicum hours with emphasis in pediatric primary care.   Prerequisite: NURS 5111 and NURS 5209 and NURS 5210 and NURS 5250 and NURS 5345 and NURS 5346 all with grades of ""B"" or better. Corequisite: NURS 5354 with a grade of ""B"" or better."
4454,Nursing (NURS),NURS 5256. Geriatric Primary Care.,2,2,0,Standard Letter,"This course examines holistic assessment, prioritizing differential diagnosis, and integrative clinical management of older adult and geriatric patients using family centered perspectives (ages 65+).  Emphasis is placed on health promotion, disease prevention, and management of common acute and chronic illness including polypharmacy and end of life considerations. Prerequisite: NURS 5354 and NURS 5255 both with grades of ""B"" or better. Corequisite: NURS 5257 with a grade of ""B"" or better."
4455,Nursing (NURS),NURS 5257. Geriatric Primary Care Practicum.,2,0,6,Standard Letter,"This course serves as a companion course to NURS 5256. Students will refine skills using an evidence-based approach for health promotion, disease prevention, and integrative clinical management of common acute and chronic illness for geriatric patients and families. Comprehensive health status assessment, end of life care, and complex chronic health issues are addressed.   Students complete a 90 hour practicum for this course. Prerequisite: NURS 5354 and NURS 5255 both with grades of ""B"" or better. Corequisite: NURS 5256 with a grade of ""B"" or better."
4456,Nursing (NURS),NURS 5273. Neuroscience for Mental Health Practitioners.,2,2,0,Standard Letter,"This course explores the connection of mind and body and the current neuroscience that supports the linkage between them. The physiology of the brain and nervous system, genetics and epigenetics, and the immune system will be examined. Diagnostic tools and evidence-based treatment modalities will be explored."
4457,Nursing (NURS),NURS 5274. Developmental Models of Care Across the Lifespan.,2,2,0,Standard Letter,"The course will explore the contribution of growth and development on mental illness. Specific attention will be paid to disorders of childhood, adolescence, and aging. Developmental factors associated with mental illness will be examined. Specific attention will be given to anxiety, autism spectrum, bipolar, depression, dementia, and impulse control disorders."
4458,Nursing (NURS),NURS 5275. Developmental Models of Care Across the Lifespan Practicum.,2,0,8,Standard Letter,"The course will explore therapeutic mental illness interventions that occur during lifespan growth and development. Specific attention will be given to anxiety, autism spectrum, bipolar, depression, dementia, and impulse control disorders of patients across the lifespan."
4459,Nursing (NURS),NURS 5278. Acute and Crisis Models of Care Across the Lifespan.,2,2,0,Standard Letter,"This course will explore acute and crisis conditions needing immediate intervention and care. The examination of substance abuse, violence, trauma, suicide, and forensics will be undertaken. Special emphasis will be placed on suicide prevention, substance abuse intervention, and domestic violence. Disorders leading to forensic intervention will be discussed."
4460,Nursing (NURS),NURS 5279. Acute and Crisis Models of Care Across the Lifespan Practicum.,2,0,8,Standard Letter,"This course emphasizes mental health assessment techniques and skills for patients experiencing a variety of acute or crisis health issues and the development of differential diagnoses. Advanced physical and mental health assessment skills, identifying symptomology and treatment strategies for suicide prevention, substance abuse, and domestic violence, will be developed."
4461,Nursing (NURS),NURS 5281. Psychopharmacology.,2,2,0,Standard Letter,"This course focuses on the principles of clinical psychopharmacology for diverse populations across the lifespan. Knowledge of pharmacologic categories, indications and contraindications, dosing with special needs groups, adverse effects, and collaborative monitoring of pharmacotherapy and alternative therapies will be developed."
4462,Nursing (NURS),NURS 5287. Chronic Mental Health Self-Management Across the Lifespan Practicum.,2,0,8,Standard Letter,"The course will apply self-management strategies for psychiatric disorders that manifest throughout the lifespan. Chronic disease self-management principles will be applied to a variety of long-term mental illnesses in a clinical setting. A self-management intervention will be developed, implemented and evaluated."
4463,Nursing (NURS),NURS 5301. Advanced Pathophysiology.,3,3,0,Standard Letter,"In preparation for advanced practice, this course will expand understanding of the pathophysiology underlying dysfunctions and interrelatedness of the processes of normal physiology and pathophysiology across the continuum of disease and return to wellness.  Applications will be made utilizing lifespan perspectives of the process."
4464,Nursing (NURS),NURS 5303. Advanced Pharmacotherapeutics.,3,3,0,Standard Letter,"This course provides advanced knowledge in selecting pharmacologic agents and specific drugs, based on acute and chronic health problems in diverse populations.  Knowledge of pharmacologic groups, indications and contraindications, dosing with special needs groups, adverse effects, and collaborative monitoring of pharmacotherapy and alternative therapies will be developed."
4465,Nursing (NURS),NURS 5310. Adult/Gerontology Primary Care Practicum.,3,0,1,Credit/No Credit,"This clinical experience encompasses adult through geriatric health care in a variety of clinical settings.  Application of the principles for developing a differential diagnosis, clinical decision making, designing interventions for patient care, and treatment in a variety of clinical settings will be performed. (180 clinical hours) Prerequisites: NURS 5102 and NURS 5202 and NURS 5301 and NURS 5351 all with grades of ""B"" or better. Corequisites: NURS 5303 and NURS 5410 both with grades of ""B"" or better."
4466,Nursing (NURS),NURS 5311. Behavioral Health Primary Care.,3,3,0,Standard Letter,"This course includes family system theories and their application to families. Common behavioral health diagnoses, such as anxiety, depression, and co-existing mental and physical illness, are investigated in relation to the human lifespan. The prevalence and incidence of behavioral health issues are considered in terms of diagnosis and theory. Prerequisite: NURS 5301 and NURS 5351 both with grades of ""B"" or better. Corequisite: NURS 5303 with a grade of ""B"" or better."
4467,Nursing (NURS),"NURS 5312. Neuroscience, Epigenetics, and Psychopharmacology.",3,3,0,Standard Letter,"Building on previous knowledge of advanced pathophysiology and pharmacology, this course presents advanced concepts of neuroscience, epigenetics, and psychopharmacology that contribute to mental health and psychiatric disorders across the lifespan. Clinical management of psychotropic medication in the treatment of psychiatric disorders and mental illness are discussed and emphasis is placed on biologic actions, neurobiology, safe prescribing, and treatment response of psychiatric medication management. Pertinent laboratory diagnostics and neuroimaging related to psychiatric health and illness are also analyzed.  Prerequisite: NURS 5301 and NURS 5303 both with grades of ""B"" or better."
4468,Nursing (NURS),NURS 5330. Pediatric & Adolescent Primary Care Practicum.,3,0,1,Credit/No Credit,"Students will integrate translational research evidence into practice with adolescent and pediatric patients while working in clinical settings in collaboration with other health care professionals.  Students will utilize a developmental approach of assessing the pediatric and adolescent patient to create advanced practice treatment plans. (180 clinical hours) Prerequisites: NURS 5102 and NURS 5202 and NURS 5301 and NURS 5303 and NURS 5310 and NURS 5351 and NURS 5410 all with grades of ""B"" or better. Corequisites: NURS 5430 with a grade of ""B"" or better."
4469,Nursing (NURS),NURS 5340. PMH Diagnostics and Clinical Management for Adult and Geriatric Clients.,3,3,0,Standard Letter,"This course provides a foundation for evidence-based assessment, diagnosis, and clinical management of adult and geriatric clients with acute and chronic psychiatric disorders.  Psychiatric theories, psychotherapies, health promotion and culturally sensitive interventions are examined, and emphasis is placed on the provider-client therapeutic partnership. Prerequisite: NURS 5312 and NURS 5112 and NURS 5301 and NURS 5303 and NURS 5102 and NURS 5230 and NURS 5233 all with grades of ""B"" or better. Corequisite: NURS 5243 with a grade of ""B"" or better."
4470,Nursing (NURS),"NURS 5341. Reproductive, Sexual and Obstetrical Health.",3,3,0,Standard Letter,"This course examines issues of fertility and infertility in males and females as well as the diseases related to sexual health.  Selected topics in obstetrics, genetics, adolescent sexuality, family planning, cancers, HIV/AIDS, and STI's will be explored.  Prerequisite: NURS 5102 and NURS 5202 and NURS 5301 and NURS 5303 and NURS 5310 and NURS 5351 and NURS 5410 all with grades of ""B"" or better. Corequisite: NURS 5141 with a grade of ""B"" or better."
4471,Nursing (NURS),NURS 5345. Young and Middle Adult Primary Care.,3,3,0,Standard Letter,"This course focuses on holistic assessment, formulating differential diagnoses, and integrative clinical management of young and middle adult primary care patients (ages 18-65).  Course content includes health promotion and maintenance, including sexual, perinatal, and reproductive considerations of the child-bearing family.  Management of common acute and chronic illness in this age group in the context of family centered perspectives and rural considerations are also emphasized.   Prerequisite: NURS 5209 and NURS 5210 and NURS 5301 and NURS 5111 and NURS 5351 all with grades of ""B"" or better. Corequisite: NURS 5346 and NURS 5303 both with grades of ""B"" or better."
4472,Nursing (NURS),NURS 5346. Young and Middle Adult  Primary Care Practicum.,3,0,1,Standard Letter,"This course serves as a companion course to NURS5345.  Students will apply theory to practice skills using an evidence-based approach for health promotion, sexual, perinatal, and reproductive care for the child-bearing family.  This course provides experience to refine diagnostic reasoning skills for management of common acute and chronic illness in young and middle adult aged patients using a family centered approach.  Students complete 180 practicum hours with emphasis in young and middle adult primary care.   Prerequisite: NURS 5209 and NURS 5210 and  NURS 5301 and NURS 5111 and NURS 5351 all with grades of ""B"" or better. Corequisite: NURS 5345 and NURS 5303 both with grades of ""B"" or better."
4473,Nursing (NURS),NURS 5350. Integrative Family Primary Care Practicum.,3,0,1,Credit/No Credit,"This course develops skills in utilization of holistic assessment, as well as application of the principles for developing a differential diagnosis, clinical decision making, and designing interventions and treatment in a variety of clinical settings.  Evaluation of traditional and complementary/alternative methods for supporting health promotion will also be explored. (180 clinical hours) Prerequisites: NURS 5102 and NURS 5141 and NURS 5202 and NURS 5301 and NURS 5303 and NURS 5310 and NURS 5311 and NURS 5330 and NURS 5341 and NURS 5410 and NURS 5430 all with grades of ""B"" or better. Corequisites: NURS 5450 with a grade of ""B"" or better."
4474,Nursing (NURS),NURS 5351. Theoretical Foundations and Role Development of Advanced Integrative Nursing.,3,3,0,Standard Letter,"This course explores historical processes and role development in advanced nursing practice.  Theories and frameworks that guide and inform advanced nursing practice and scholarly inquiry are examined.  Integration of theories from nursing, integrative care, and related disciplines provide a foundation for the graduate student to transition into the advance practice role and form a basis for evidence-based practice."
4475,Nursing (NURS),NURS 5354. Pediatric and Adolescent Primary Care.,3,3,0,Standard Letter,"This course emphasizes holistic assessment, formulating differential diagnosis, and integrative clinical management of pediatric and adolescent patients (ages 0-21).  Content includes primary care approach health promotion, disease prevention, and managing common acute and chronic illnesses of increasing complexity using family-centered and developmental perspectives. Perspectives of underserved and rural populations in a variety of clinical settings will be explored.   Prerequisite: NURS 5345 and NURS 5346 and NURS 5250 all with grades of ""B"" or better. Corequisite: NURS 5255 with a grade of ""B"" or better."
4476,Nursing (NURS),"NURS 5360. Leadership Science: Foundational Thinking Skills, Governance, & Community & Provider Relationships.",3,3,0,Standard Letter,"This course will emphasize leadership skills in communication, leadership styles and organizational theory. Communication will focus on conflict resolution, presentation skills, and relationship building. Delivery systems, leadership styles, and demand for nursing will be examined. Complexity science, systems theory, and diversity required for organizing health care will be explored."
4477,Nursing (NURS),NURS 5361. Leadership Science: Performance and Quality Improvement.,3,3,1,Standard Letter,This course will articulate performance improvement activities using evidence-based metrics to align patient outcomes with organizational goals. Methods for using quality metrics and action plans will be emphasized.
4478,Nursing (NURS),"NURS 5362. Leadership Science: Patient Safety, Risk Management, Legal and Regulatory Requirements.",3,3,0,Standard Letter,"This course will examine areas of risk and liability. Students will develop systems that identify early warning indicators of problems and will explore “just in time” reporting. The concept of sentinel events and root cause analysis will be explored. Accreditation standards, legal regulations, and compliance requirements will be integrated."
4479,Nursing (NURS),NURS 5363. Leadership Science: Evidence-Based Practice for Nurse Leaders.,3,3,0,Standard Letter,"The students will explore evidence-based practice (EBP) for nurse leaders. This EBP course will equip nurses with the skills needed to effectively engage in EBP, to serve as EBP champions and mentors, and to lead projects within healthcare facilities."
4480,Nursing (NURS),NURS 5364. Leadership Science: Health Care Finance and Workforce Planning.,3,3,1,Standard Letter,This course will emphasize workforce planning for nursing and the application of general principles of accounting. Twenty hours will be allocated to the development of a department operational and capital budget in collaboration with a nurse director or executive. Negotiation and monitoring of contracts and contract compliance will be explored.
4481,Nursing (NURS),"NURS 5365. Leadership Art: Ethics, Diversity, and Relationship Building.",3,3,0,Standard Letter,This course will explore theories of culture and will include legal regulations that govern diversity. The relationship between medical ethics and corporate compliance will be explored. Methods for creating a trusting environment will be evaluated and the need for relationships with providers and academia will be illustrated.
4482,Nursing (NURS),NURS 5366. Leadership Art: Health Policy and Advocacy.,3,3,0,Standard Letter,This course will focus on the need for leaders to belong to professional organizations to affect policy and advocacy. Participation in legislative activities will be promoted at the state and national levels. The impact of nurse leaders serving on boards that govern health care activities and organizations will be emphasized.
